nome,whatsapp,endereco,cidade,latitude,longitude,categorias,url_maps,status_funil
Barbearia Prime,5599982696534,"R. Maranhão Sobrinho, 1117 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.230362,-44.7837926,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbearia%20Prime&query_place_id=ChIJ0Vml2chvigcRQ6fO56nd_wA,prospect
Barbearia Damata,5599981847850,"R. Cloris Miranda - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2292764,-44.7799148,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbearia%20Damata&query_place_id=ChIJSf37d9RuigcR-lNAcKkGcu8,prospect
Studio de Sobrancelhas Raquel Lima,,"Rua 24, quadra 51 - casa 05 - Terra do Sol 5, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2310345,-44.7799993,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Studio%20de%20Sobrancelhas%20Raquel%20Lima&query_place_id=ChIJ5ZfmTQBvigcRh8yDgnqEDNU,prospect
Carol Palhano designer de sobrancelhas,5599982354167,"Residência terra do sol 3, casa 40, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.1985964,-44.7860571,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Carol%20Palhano%20designer%20de%20sobrancelhas&query_place_id=ChIJ3_eEoE5vigcRL9HVngbJ8tU,prospect
To Na Makeunhas,5599991252510,"Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2150077,-44.7751544,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=To%20Na%20Makeunhas&query_place_id=ChIJZ8T20cxoigcRakwsDaipcz0,prospect
Florisbela ESMALTERIA,,"Estr. Bela Vista - Bairro Dareia, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.216596,-44.7873774,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Florisbela%20ESMALTERIA&query_place_id=ChIJofdzKiVvigcR8kFeQvcRNU8,prospect
Estúdio Fernanda Ferreira,5599981757095,"R. Um, 10 - Vl Frei Solano, Bacabal - MA, 65700-000 Vl Frei Solano, Bacabal -Ma, 65700000, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2081675,-44.7908755,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Est%C3%BAdio%20Fernanda%20Ferreira&query_place_id=ChIJ9cojnhNtigcRsQNYy4wimKg,prospect
Rayane_nails,5599981563417,"R. das Flôres, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2126462,-44.7826329,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Rayane_nails&query_place_id=ChIJP31U3wlvigcRinOqE8jLnjA,prospect
Bellas Unhas Esmalteria,5599982533726,"R. Frederico Lêda, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2404115,-44.7837596,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Bellas%20Unhas%20Esmalteria&query_place_id=ChIJ8WBqpCJvigcRqA8cZiWcHqg,prospect
Ana Maria Designer de Unhas,5599984335543,"R. São Domingos, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2157617,-44.7920311,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Ana%20Maria%20Designer%20de%20Unhas&query_place_id=ChIJpzhXDwlvigcRdAQ8u3GDbqA,prospect
Cleiris Alexandre,5599984116225,"2, Tv. Luís Domingues Segundo, 66 - Cururupu, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2418183,-44.7804108,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Cleiris%20Alexandre&query_place_id=ChIJO73_ophvigcR4aukR1sLk04,prospect
Jesus Manicure,5599981704995,"R. Cinco - Casa 6, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2465585,-44.7820296,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Jesus%20Manicure&query_place_id=ChIJuw3GaW9vigcRb2vKRXVH9R8,prospect
Ingridy nails Designer,5599984811238,"R. da Areia, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2166704,-44.7793974,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Ingridy%20nails%20Designer&query_place_id=ChIJrU-Z8AJvigcRLoLgQ-6SM-M,prospect
Unhas da eva,5599981671096,"R. Dois, quadra 3 - n/13 - vila frei solano, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2083656,-44.7908394,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Unhas%20da%20eva&query_place_id=ChIJJaldKxpvigcRE8aGtVCFBmU,prospect
Sombrancelhas e Depilações,5599981101181,"BR-316, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2234489,-44.7919629,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Sombrancelhas%20e%20Depila%C3%A7%C3%B5es&query_place_id=ChIJgScCAzxvigcRxTDx5D46sEM,prospect
Edianecris _beauty,,"Quadra, 43 - casa 21 - Terra do Sol 4, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.1965493,-44.7833533,"{""Salão de Beleza e Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Edianecris%20_beauty&query_place_id=ChIJj6IPcMNvigcRbCWpJh-pWZ0,prospect
Boutique Da Radja,5599984592832,"R. Teixeira de Freitas - Bairro da esperança, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2396939,-44.7856046,"{""Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Boutique%20Da%20Radja&query_place_id=ChIJPbZwLpVvigcRd0GhTJrTZCo,prospect
Shellen Mayara Makeup,5599991134772,,Bacabal,-4.230616,-44.7866265,"{""Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Shellen%20Mayara%20Makeup&query_place_id=ChIJsZEjVzVvigcRLDiiXOzWUZ4,prospect
Maquiagem profissional,5599984617373,"R. Djalma Dutra - Areia, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2265762,-44.7703552,"{""Maquiagem""}",https://www.google.com/maps/search/?api=1&query=Maquiagem%20profissional&query_place_id=ChIJY0TbvcdvigcRKOI1C5KCdSU,prospect
Elis sobrancelhas,5599984057054,"R. São Vicente de Paula, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2172851,-44.7788786,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Elis%20sobrancelhas&query_place_id=ChIJQanH5c5vigcR4XjWSXI-tRw,prospect
Rafaely Borges,,"R. Getúlio Vargas, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2349884,-44.7820616,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Rafaely%20Borges&query_place_id=ChIJV2dWHQBvigcRDBduT67pP0w,prospect
Polly Esmalteria,,"R. Dez, 60b, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2490342,-44.7832358,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Polly%20Esmalteria&query_place_id=ChIJJyIPSgBvigcRS78Cu_1Eisc,prospect
Corpo bronzeado,5599996477126,"R. São João - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2295486,-44.7779644,"{""Bronzeamento""}",https://www.google.com/maps/search/?api=1&query=Corpo%20bronzeado&query_place_id=ChIJOUHGSbhvigcRsdoIOrcXyJs,prospect
Sonho de Cores,5599984192454,,Bacabal,-4.230616,-44.7866265,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sonho%20de%20Cores&query_place_id=ChIJHfP3SjIsSoERAagZqFeBtHg,prospect
Antônia Meneses,5599984661064,,Bacabal,-4.230616,-44.7866265,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Ant%C3%B4nia%20Meneses&query_place_id=ChIJ5224QbIbzawRWlRUdMy1AGg,prospect
Salão espaço Dellas 💖,,"P9FF+C8, Bacabal - MA, 65708-000, Brasil",Bacabal,-4.2764945,-44.6267639,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20espa%C3%A7o%20Dellas%20%F0%9F%92%96&query_place_id=ChIJgSWjCwBBigcRWgknWWxWDpw,prospect
Barbearia W.M,,"Rua do codó - povoado centro dos teles, Bom Lugar - MA, 65710-000, Brasil",Bacabal,-4.2742684,-45.0440473,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbearia%20W.M&query_place_id=ChIJn3VJSgA1y5IRB0pL1Bn1ZAI,prospect
Espaço PRO,5599982710893,"R. Frederico Lêda, 1740, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2300659,-44.7912152,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20PRO&query_place_id=ChIJCcM8HgFvigcRtlLpJEAjV0I,prospect
Barbearía Da Mentira,5598985088579,"R. da Esperança, 401 - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2405554,-44.7850472,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbear%C3%ADa%20Da%20Mentira&query_place_id=ChIJu3SLJ7huigcRk3AJAr8y6Ew,prospect
BM Barbershop Barbearia,5511966366259,"R. Srg. Maurício, 21 A - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2219056,-44.7778251,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=BM%20Barbershop%20Barbearia&query_place_id=ChIJd2kx0kJvigcRtO7kGLMiR5Y,prospect
BRASIL BARBEARIA,,"Av. Um, 30 - Cohabinha, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2266217,-44.7932938,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=BRASIL%20BARBEARIA&query_place_id=ChIJnZ_nFd5uigcRRnqj-jVwNR8,prospect
Barbearia waves,5599981963799,"R. 2 - Antigo campo de pouso, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2418904,-44.7813285,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Barbearia%20waves&query_place_id=ChIJCfOYkgJvigcRWyf7KdO6amQ,prospect
Andrad`s Barber,5599982241388,"R. Treze de Outubro - Coelho Dias, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2168697,-44.7928232,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Andrad%60s%20Barber&query_place_id=ChIJX03uBFFvigcRyltKHyKlnpc,prospect
Den grau barbearia,5599984057054,"R. São Vicente de Paula - Bairro da areia, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2178984,-44.7786952,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Den%20grau%20barbearia&query_place_id=ChIJ65wTlDZvigcRAN81RvY5foc,prospect
Thiago barber shop,5599984059832,"R. Maranhão Sobrinho - Centro, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2322106,-44.7825362,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Thiago%20barber%20shop&query_place_id=ChIJsb5v6m1vigcRdatU01GmL_A,prospect
Tropa Do Barbeiro,5599982780957,"R. Rui Barbosa, Bacabal - MA, 65700-000, Brasil",Bacabal,-4.2276816,-44.7797346,"{""Barbearia""}",https://www.google.com/maps/search/?api=1&query=Tropa%20Do%20Barbeiro&query_place_id=ChIJFRQA1XNvigcRnG-SIbGN8vU,prospect
Studio Adriele,,"MV9X+FM, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.3316054,-45.1004947,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Adriele&query_place_id=ChIJ75fkNQBJzZIRoQFgHST5esw,prospect
Studio Siumaria Design,,"Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.3319715,-45.1015532,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Siumaria%20Design&query_place_id=ChIJgVTSLwBJzZIRiEqUbJcdkGQ,prospect
Centro Técnico Delvane Rocha,5599984596957,"R. 4 - Choab, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.513803,-45.2280148,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Centro%20T%C3%A9cnico%20Delvane%20Rocha&query_place_id=ChIJobS2PX9fzZIR0SeR-jzPwDM,prospect
Jane Instituto de Beleza,5599991673835,"Av. Eliéser Moreira, 43 - Incra, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5043539,-45.2502591,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Jane%20Instituto%20de%20Beleza&query_place_id=ChIJdTnX5PJfzZIRURVJ8At5OKk,prospect
Espaço Fátima Silva,5599982253174,"Av. Reginaldo Gomes de Solisa, 1023 - Centro, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5124682,-45.2346999,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20F%C3%A1tima%20Silva&query_place_id=ChIJxZR7KGJfzZIRtnqA0ChHVME,prospect
ESPAÇO DA Beleza,,"Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4912328,-45.2739181,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=ESPA%C3%87O%20DA%20Beleza&query_place_id=ChIJLZBiBHFezZIRTruEFyNW1GQ,prospect
Marina Cabelos - Especialista em Loiras,5599985443542,"R. da Flor, S/N - Vila Sampaio, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5210964,-45.224983,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Marina%20Cabelos%20-%20Especialista%20em%20Loiras&query_place_id=ChIJmVfCHlRfzZIRMrPGJdq9O84,prospect
Studio Francielle Sousa,5511989689881,"Rua Rio jutaí travessa 08, R. da Cerâmica, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4853371,-45.2437746,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Francielle%20Sousa&query_place_id=ChIJwYzORMhfzZIRlxI4IkhEEUg,prospect
Eduarda Lima Beauty Studio,5599991823668,"R. Moacir Cabral de Arruda - Vila nair, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.515241,-45.2262253,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Eduarda%20Lima%20Beauty%20Studio&query_place_id=ChIJ5b-NubhfzZIRlowh6R7EIEs,prospect
Milena Cabelos,5599984642271,"R. Maria da Conceição - Vila Nair, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5160041,-45.2242366,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Milena%20Cabelos&query_place_id=ChIJ8QfSCthZzZIReoNNfDumoIM,prospect
Spaço Daniela Viana,5599988208701,"R. Gen. Artur Teixeira de Carvalho, 02 - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.515922,-45.2316753,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Spa%C3%A7o%20Daniela%20Viana&query_place_id=ChIJlagw4rhfzZIRUp9X-eSjEA0,prospect
Menezes Cabeleireiro,,"R. José Delfino Menezes, 1710, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5151818,-45.2309456,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Menezes%20Cabeleireiro&query_place_id=ChIJtTqyBSlfzZIRxiJT1oovc7E,prospect
Iala Bernardo Nail Designer,5599985039085,"Av. José Delfino Menezes, 1710 - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5150616,-45.2309708,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Iala%20Bernardo%20Nail%20Designer&query_place_id=ChIJo3QT7ntfzZIRdh8uVkZF3-g,prospect
Studio Monalle Dantas,5599988054434,"Rua Parma, SN Esquina com Rua Monza - Parque Itália, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5212423,-45.2277257,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Monalle%20Dantas&query_place_id=ChIJL4JAQkhfzZIRRveHbE1hAaQ,prospect
Studio Wilana Ferreira,5599984061065,"R. São Francisco, n° 19, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5198015,-45.2247513,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Wilana%20Ferreira&query_place_id=ChIJRdoak5RfzZIRsl3tDizD2Bs,prospect
Salão Ana Ferreira,5599984612879,"Igreja Batista da Vila Sampaio - Avenida dos macaxeiras - Vila Sampaio, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.521722,-45.2274041,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Ana%20Ferreira&query_place_id=ChIJ0Z8pMTVfzZIR109bSKxnqEw,prospect
Espaço Bouganville,5599984729246,"R. Cinco, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5176426,-45.2249838,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Espa%C3%A7o%20Bouganville&query_place_id=ChIJYZClrXtfzZIRvjn1VkY3hpc,prospect
"Studio Kelmara Lourença especialista em Cílios,Sobrancelhas",5599984665725,"Parque Itália - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5187062,-45.2289347,"{""Sobrancelhas e Cílios""}",https://www.google.com/maps/search/?api=1&query=Studio%20Kelmara%20Louren%C3%A7a%20especialista%20em%20C%C3%ADlios%2CSobrancelhas&query_place_id=ChIJlYAH9exZzZIRXbSzw_F-dCs,prospect
Salão de Beleza Jéssica Silva,5599981701285,"Av. Lulú Rodrigues, 1535 - Altamira II, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5129809,-45.2285714,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20de%20Beleza%20J%C3%A9ssica%20Silva&query_place_id=ChIJAUElDoZfzZIRDGoxXwxCQiA,prospect
Estética Depil Belíssima,5599984045118,"R. da Lâmpada - Vila nair, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5154478,-45.2270139,"{""Depilação""}",https://www.google.com/maps/search/?api=1&query=Est%C3%A9tica%20Depil%20Bel%C3%ADssima&query_place_id=ChIJiT1tZAVfzZIR6mbzYC2oB9o,prospect
Morgana Designer de Unha,5599982052888,"R. Nova, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5228267,-45.2249641,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Morgana%20Designer%20de%20Unha&query_place_id=ChIJVY3U_g1fzZIRrbB-jArIP0U,prospect
Flávia Nails Designer,,"R. da Flor, 4-50, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5209975,-45.224744,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Fl%C3%A1via%20Nails%20Designer&query_place_id=ChIJtb08bABfzZIRc-cDP4Xq85c,prospect
Studio HA,5599984927145,"R. 4, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.514034,-45.2280702,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20HA&query_place_id=ChIJK0XEM1BfzZIRb_5ViPlzvrg,prospect
Giu Lima Afro Hair,5599984421802,"Av. 1, Quadra 01 - Casa 13, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5251908,-45.2219,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Giu%20Lima%20Afro%20Hair&query_place_id=ChIJX23LLrFfzZIRvepTnQgTdrM,prospect
Jessy Cabeloss,5599984156538,"R. Manoel Milhomem - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5130902,-45.2315101,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Jessy%20Cabeloss&query_place_id=ChIJMfSqhGhfzZIR6QE9FAlZmS8,prospect
Pedro Neto Studio,5599981476021,"Av. Lulú Rodrigues, 1350 - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5107709,-45.2299139,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Pedro%20Neto%20Studio&query_place_id=ChIJY5MHnpZfzZIREf6HBnzK5R8,prospect
Helena Hear,,"R. da Flor, 21, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5205462,-45.2247397,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Helena%20Hear&query_place_id=ChIJr5zDsTJfzZIRSPjCSzx5Jx0,prospect
Delza Cabeleireira,5599981539033,"R. Coelho Neto, 302 - Centro, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5076241,-45.2476959,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Delza%20Cabeleireira&query_place_id=ChIJYTwxdeZezZIRjURspr3FKM0,prospect
Sheylla cabelos,5599984987062,"R. Durival Xavier Cruz, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5045119,-45.2587298,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sheylla%20cabelos&query_place_id=ChIJF3h_BDdfzZIR5HlLTPQrX-Y,prospect
KEYLA Salão de Beleza & Terapeuta Capilar,5599981704432,"Av. Pedro Amorim, 56 - Altamira, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5071545,-45.2367369,"{""Clínica de Estética""}",https://www.google.com/maps/search/?api=1&query=KEYLA%20Sal%C3%A3o%20de%20Beleza%20%26%20Terapeuta%20Capilar&query_place_id=ChIJeRpo-JhfzZIReKdvIXVLIak,prospect
Sp Gardênia Hair,5599981108512,"R. Rio Purus, 750, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5000685,-45.2555411,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sp%20Gard%C3%AAnia%20Hair&query_place_id=ChIJs1NlpIxezZIRqYg4A9F4nmo,prospect
Studio Hair Bdc - Pronto Socorro Dos Cabelos.,5599982354620,"R. Rio Juruá, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4951132,-45.2506973,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Hair%20Bdc%20-%20Pronto%20Socorro%20Dos%20Cabelos.&query_place_id=ChIJyR7_2LVfzZIRhaNj1WrmD6Y,prospect
Mari Borges Beauty,5599984983613,"n 242º - R. Rio Tapajós, próximo a kathyelly - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4998517,-45.2493715,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Mari%20Borges%20Beauty&query_place_id=ChIJER64bL5fzZIRBTEDI2BgUEc,prospect
Salao de cabeleireiro,,"R. Rio Xingu, 162 - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4985129,-45.2488771,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Salao%20de%20cabeleireiro&query_place_id=ChIJF68uO0dfzZIRlcvym6FDdfY,prospect
Osélia Cabeleireiros,5599981218719,"R. Rio Xingu, 168 - Trizidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.4961822,-45.2484658,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Os%C3%A9lia%20Cabeleireiros&query_place_id=ChIJxfo-rLRfzZIRp4NyEFWz5sY,prospect
Anny Cabelos Studio,5599984323127,"R. do Colégio, 112 - Vl Tamarindo, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5120939,-45.2624204,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Anny%20Cabelos%20Studio&query_place_id=ChIJtdMTrVZfzZIRLFalQEeFwgg,prospect
Studio Joselia Silva nail designer,5599985338958,"R. Principal 2 - Vila Mariana 1, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5207668,-45.2221629,"{""Manicure - Esmalteria""}",https://www.google.com/maps/search/?api=1&query=Studio%20Joselia%20Silva%20nail%20designer&query_place_id=ChIJl8ITyixZzZIRvEiD6LjOKS0,prospect
Studio Toda Bella,,"R. Magda Melquíades Faria, 19, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5105446,-45.2566356,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Toda%20Bella&query_place_id=ChIJW1tRCX5fzZIRKmj473Dd7Fw,prospect
Studio Larissa Silva,5599982481826,"R. São Domingos, 97 - Vl Tamarindo, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5116834,-45.259827,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Larissa%20Silva&query_place_id=ChIJ0w3FdkxfzZIRlPAGJR9YayA,prospect
Studio_beautiful12,5599988334552,"R. Isac Martins, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5080624,-45.2432442,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio_beautiful12&query_place_id=ChIJP9qnifNfzZIRDnxXLSTaIR8,prospect
Studio Marianne Aguiar,5599981670758,"R. Isac Martins, 642 - Centro, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5082683,-45.2439323,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Marianne%20Aguiar&query_place_id=ChIJbffm00tfzZIRr1Gr-cyLgfA,prospect
WANESSA RABELO STUDIO,5599984809073,"R. Miguel Teixeira Mendes, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5023025,-45.2608426,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=WANESSA%20RABELO%20STUDIO&query_place_id=ChIJ96dJjJJfzZIRf6F2LC3TDLA,prospect
Studio Nanny Morais,5599988136403,"R. Rio Mearim, 169 - Trezidela, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5014837,-45.2524895,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Studio%20Nanny%20Morais&query_place_id=ChIJm_JpdgBfzZIRMxCApFNgrsI,prospect
Camila Beauty studio,5598991029359,"Av. Reginaldo Gomes de Souza - Altamira l, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.506046,-45.2390807,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Camila%20Beauty%20studio&query_place_id=ChIJY9SlQABfzZIRA3p6JmdjrS8,prospect
Josiane Cardoso Studio,5599984516919,"R. Silvino Araújo Franco, 78, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5067844,-45.2586839,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Josiane%20Cardoso%20Studio&query_place_id=ChIJHbBKJydfzZIRFnknd6WWFZw,prospect
Essenza Beauty Studio,,"R. Vanda Viêira da Silva, 83 - Incra, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5067761,-45.2550096,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Essenza%20Beauty%20Studio&query_place_id=ChIJ0dm4C6NfzZIRGMddqWG7J_U,prospect
Salão Selma Cabelos,,"FQG7+PR, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.52318,-45.2353917,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sal%C3%A3o%20Selma%20Cabelos&query_place_id=ChIJt1i3CwBfzZIRzHraf6xlExw,prospect
Sol Cabelos,5599981170516,"Av. Lulú Rodrigues, Barra do Corda - MA, 65950-000, Brasil",Barra do Corda,-5.5107304,-45.2299549,"{""Salão de Beleza""}",https://www.google.com/maps/search/?api=1&query=Sol%20Cabelos&query_place_id=ChIJ6cPeO7NfzZIRwOLv3ozfouE,prospect
